"","DR","CRIMETYPE"
"11501",131004243,2.11168520801355
"11502",90408484,3.52493979421611
"11503",100923722,3.50638946165988
"11504",101519991,2.28792538939203
"11505",131800640,1.1826302092678
"11506",101916220,3.08461096786248
"11507",90701125,3.77186406425363
"11508",130221220,1.70458267109909
"11509",101200524,1.28249914395219
"11510",91014677,3.7720090762784
"11511",130620169,2.54001717072726
"11512",130316894,5.04331490394053
"11513",141408224,2.53855971892022
"11514",101205100,1.14221033975363
"11515",111228431,2.63135111281807
"11516",92111825,3.36177302030249
"11517",101009631,2.14135228495641
"11518",130807598,3.90230452298324
"11519",120405469,2.42282744605389
"11520",131801488,1.88749747704596
"11521",91120264,3.02661747480366
"11522",100518161,4.53644703862745
"11523",141006555,2.93414417309832
"11524",111812156,3.68384230020508
"11525",112021697,3.03714221978691
"11526",121816926,5.94853311400415
"11527",140708736,2.12952124872586
"11528",121804720,2.43227383727779
"11529",141911135,3.80113382537786
"11530",101106635,2.13036630049219
"11531",90519831,4.87074782481646
"11532",101211414,3.68454266725549
"11533",101707704,4.90087849222389
"11534",101716736,4.27135022582476
"11535",140108273,2.62090961560144
"11536",90304241,3.62515068361241
"11537",111609994,2.67316119922659
"11538",130708118,3.14565241722477
"11539",110218886,3.22677646974683
"11540",141408738,5.60085867176541
"11541",111801139,3.19504684568605
"11542",121517506,4.85971416889919
"11543",101918279,2.62985786215989
"11544",121110656,2.65756211522693
"11545",120304387,3.82641859238584
"11546",120922331,2.79324233491974
"11547",90715985,2.6712003721991
"11548",110804207,2.51078782092969
"11549",91607270,4.04223216960281
"11550",140105532,4.74057009923852
"11551",90322902,4.63464381536291
"11552",101721372,2.85671814361073
"11553",121421171,4.64363566799477
"11554",141416004,3.33996921860183
"11555",91321791,2.15758098070851
"11556",91123609,3.38269504915826
"11557",112119661,5.21369062802884
"11558",120212678,5.08194794631349
"11559",130904249,3.58487965599573
"11560",121008813,3.31734437670337
"11561",92021848,6.38357360519756
"11562",101711802,2.16834492409177
"11563",122117268,2.10212460324909
"11564",100305382,2.9899850835628
"11565",91429539,0.75008510494049
"11566",130811053,5.60776937768183
"11567",100521292,3.19466737094299
"11568",132005627,2.1895706285715
"11569",110918591,2.33684197145606
"11570",110521211,5.71407335738482
"11571",112012868,4.93856115040977
"11572",120616443,2.68172027375248
"11573",91310623,1.19129596885053
"11574",141204870,4.28524936187957
"11575",122120217,2.61871899381413
"11576",130817212,1.60776928101628
"11577",121406499,6.29534285237496
"11578",122007314,3.00114181751558
"11579",130320505,3.69177151822447
"11580",90701164,4.21047828302139
"11581",132105479,5.96572629492228
"11582",100327668,2.13068430848625
"11583",101522743,2.74056538173354
"11584",111721101,0.719269931130022
"11585",90220551,5.49442966934861
"11586",101309679,4.98918305992433
"11587",90308037,4.1103321599387
"11588",110300602,4.863453585512
"11589",140104021,6.40105219263567
"11590",130214644,3.31646328724069
"11591",122106843,3.13144372060616
"11592",120504748,5.25050484083359
"11593",90207716,4.40599733516868
"11594",91524879,4.1309847346229
"11595",110113531,5.46253542209002
"11596",90711229,4.16535540207447
"11597",101308737,2.0498066232206
"11598",91012167,4.5494756171494
"11599",101704096,4.87302689042684
"11600",121511580,1.5878631327095
"11601",110605056,5.79354826107516
"11602",100624938,5.01192397698102
"11603",121708177,5.85932298753265
"11604",111405395,2.99188407455211
"11605",90323127,2.25635689803686
"11606",100219078,3.68416634040734
"11607",90814227,3.02220201430349
"11608",130305413,5.66156704750473
"11609",140213876,3.39818251764333
"11610",101221376,2.76157632059573
"11611",131423447,5.12573603222687
"11612",92100568,2.97507267999296
"11613",111500766,5.02427895064208
"11614",92018201,3.27332555710458
"11615",131012769,2.17348241918665
"11616",111909600,3.15020200695791
"11617",100811273,3.26772726872592
"11618",110310664,5.0518335260154
"11619",130312553,1.75713727562916
"11620",100307802,1.7955611646526
"11621",100801253,2.23561018270539
"11622",90511001,3.53878918815962
"11623",131905372,3.58423891609278
"11624",101317618,0.751258382335628
"11625",110607755,1.03916122977891
"11626",130717796,3.8837255738572
"11627",111210727,4.40779207452056
"11628",140804581,3.23836464806936
"11629",111418847,3.52814494908249
"11630",120321637,4.36559528110331
"11631",140906493,6.15608521389171
"11632",131817391,3.52646899488871
"11633",100206009,1.23685692231145
"11634",121409100,1.123590133478
"11635",110207066,4.6447876712855
"11636",90900691,3.88480510839652
"11637",91927280,3.51682804453205
"11638",91415689,3.66353776836139
"11639",131004607,2.9639596658614
"11640",90506883,3.08848063272305
"11641",130310224,4.08308648180319
"11642",91022208,3.20202824934109
"11643",90205682,0.984408829798362
"11644",130623285,2.79182024440529
"11645",91228645,4.52365727200142
"11646",101609238,1.65499969196593
"11647",90120628,0.836671003711073
"11648",131120047,3.70308818580479
"11649",130309007,4.03728550259413
"11650",140509804,3.54244097559091
"11651",101604619,3.0725568622649
"11652",92110185,3.60707007790061
"11653",101319551,4.22094401133663
"11654",121918102,4.36886978224423
"11655",120315101,1.80361044970112
"11656",100625462,3.3237328946304
"11657",121822140,1.80134562342673
"11658",91507076,2.48554554527106
"11659",91515337,4.70581996480702
"11660",110118788,4.59479398863011
"11661",90718066,3.05199813194971
"11662",101709001,3.0068487810222
"11663",120209658,3.97633077632392
"11664",130217095,1.03833876055687
"11665",141808695,3.96936486965221
"11666",91706318,4.40727763100744
"11667",132117527,2.84220565984812
"11668",100904411,4.50213643083212
"11669",120316518,3.17347878633841
"11670",90214887,3.91552065635478
"11671",91326037,5.44688626711244
"11672",130204585,2.13364218315162
"11673",91425092,3.62323085107669
"11674",131600505,1.83297565700633
"11675",90513363,2.97875995065939
"11676",120204234,5.55122379490934
"11677",90819610,3.08382645700787
"11678",120814405,2.5186756460637
"11679",91507889,4.35305075443973
"11680",100508914,2.09070088757243
"11681",111513045,4.86366106679161
"11682",90610396,2.20451670209023
"11683",130415591,2.15546684166198
"11684",110707478,3.941584537341
"11685",111921379,2.09951210071058
"11686",101912654,4.09800962718483
"11687",121517581,1.77207604921085
"11688",122005640,2.12933827792059
"11689",131221849,4.95998667228323
"11690",120716992,4.97963145382618
"11691",111705033,2.28949951083505
"11692",131011645,3.55903350195761
"11693",101612543,3.84897122199455
"11694",101320373,3.03602930479411
"11695",101428744,5.48967978278226
"11696",91823151,1.53134699401558
"11697",131601569,3.76186372817405
"11698",141106512,1.93186529575695
"11699",90922048,1.36398466522181
"11700",121516509,4.58915885941185
"11701",131013809,1.93166821594027
"11702",131015474,3.58165105551851
"11703",111806599,5.85545027306806
"11704",120904038,3.55764034089968
"11705",121120795,5.46227101407754
"11706",110501382,3.18253079143225
"11707",121017740,2.84647494998792
"11708",112020931,1.15462908334137
"11709",112005237,4.67150914775213
"11710",122020237,5.03593549486258
"11711",110629545,2.80709367967803
"11712",91020302,5.21477357143196
"11713",141808913,2.27236862775272
"11714",91905365,4.45926551536312
"11715",121918477,5.24944425444106
"11716",100318883,5.24050144564593
"11717",90901006,1.5225236108238
"11718",101408572,5.72180243239924
"11719",112109216,2.86554852560423
"11720",91921120,3.93758256359266
"11721",91511104,4.54062393945818
"11722",111112105,5.26714248580422
"11723",111204035,5.92518352413654
"11724",121010767,3.38663834337376
"11725",111710931,2.57182031977505
"11726",130805313,4.00682594622729
"11727",91817839,4.68046521076757
"11728",130515296,2.56105268673117
"11729",120210992,3.26824125943088
"11730",111214746,1.77803254593082
"11731",101620595,3.98388301393545
"11732",111011076,5.96368402078895
"11733",120904029,1.94615404084364
"11734",90706753,2.73632619917218
"11735",91013334,3.90339920433785
"11736",91501303,1.87329814185521
"11737",91805787,1.94086586488694
"11738",111620796,2.98666668716797
"11739",110311247,5.04868930228998
"11740",120312497,5.11956632513171
"11741",91124807,0.765071157993059
"11742",131925375,4.04006108163611
